text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,box_path
 a young woman in a denim jacket and tinted sunglasses posing during a photo session,/datadrive3/pure_data/videos/15778370.mp4,436,1920,1080,/datadrive3/pure_data/masks/15778370,15778370,0,435,/datadrive3/pure_data/boxs/15778370
 person painting with a paint brush,/datadrive3/pure_data/videos/5642077.mp4,15,606,1080,/datadrive3/pure_data/masks/5642077,5642077,0,14,/datadrive3/pure_data/boxs/5642077
"A white-faced cow stares into the camera, while others graze in the background, on a fenced rural pasture with green grass.",/datadrive3/pure_data/videos/13696230.mp4,266,1920,1080,/datadrive3/pure_data/masks/13696230,13696230,0,265,/datadrive3/pure_data/boxs/13696230
"A person in a white hoodie is holding a small, round object inside a vehicle.",/datadrive3/pure_data/videos/6181462.mp4,100,1920,1080,/datadrive3/pure_data/masks/6181462,6181462,0,99,/datadrive3/pure_data/boxs/6181462
 dad and daughter talking to each other while sitting beside a christmas tree,/datadrive3/pure_data/videos/6141414.mp4,772,1920,1012,/datadrive3/pure_data/masks/6141414,6141414,0,771,/datadrive3/pure_data/boxs/6141414
 drone footage of the castle in the island,/datadrive3/pure_data/videos/3173214.mp4,620,1920,1080,/datadrive3/pure_data/masks/3173214,3173214,0,619,/datadrive3/pure_data/boxs/3173214
 man trying carrot slices with hummus,/datadrive3/pure_data/videos/5091925.mp4,280,1920,1080,/datadrive3/pure_data/masks/5091925,5091925,0,279,/datadrive3/pure_data/boxs/5091925
 person holding to a steering wheel,/datadrive3/pure_data/videos/5638234.mp4,24,606,1080,/datadrive3/pure_data/masks/5638234,5638234,0,23,/datadrive3/pure_data/boxs/5638234
"A blue telephone receiver hangs from a red wall, tagged with graffiti, while people walk by in the background.",/datadrive3/pure_data/videos/17807248.mp4,313,1920,1080,/datadrive3/pure_data/masks/17807248,17807248,0,312,/datadrive3/pure_data/boxs/17807248
 drying under garments outdoors,/datadrive3/pure_data/videos/4474050.mp4,342,1920,1080,/datadrive3/pure_data/masks/4474050,4474050,0,341,/datadrive3/pure_data/boxs/4474050
"A person in a gray dress holds a pink rose to their chest, lying amidst scattered stems against a pale orange background.",/datadrive3/pure_data/videos/4522928.mp4,100,1920,1080,/datadrive3/pure_data/masks/4522928,4522928,0,99,/datadrive3/pure_data/boxs/4522928
 person having a video call,/datadrive3/pure_data/videos/4841395.mp4,446,1920,1080,/datadrive3/pure_data/masks/4841395,4841395,0,445,/datadrive3/pure_data/boxs/4841395
 an elderly man holding a basketball ball,/datadrive3/pure_data/videos/6292477.mp4,272,568,1080,/datadrive3/pure_data/masks/6292477,6292477,0,271,/datadrive3/pure_data/boxs/6292477
 a couple enjoying an outdoor adventure,/datadrive3/pure_data/videos/3125155.mp4,506,1920,1080,/datadrive3/pure_data/masks/3125155,3125155,0,505,/datadrive3/pure_data/boxs/3125155
 women getting itch from a pumpkin plants,/datadrive3/pure_data/videos/5526749.mp4,240,606,1080,/datadrive3/pure_data/masks/5526749,5526749,0,239,/datadrive3/pure_data/boxs/5526749
 profile of young blonde woman looking at sky,/datadrive3/pure_data/videos/5419058.mp4,291,1920,1080,/datadrive3/pure_data/masks/5419058,5419058,0,290,/datadrive3/pure_data/boxs/5419058
A blue tramcar moves upward on a rail track surrounded by colorful autumn trees in a forested area.,/datadrive3/pure_data/videos/14481105.mp4,310,1280,720,/datadrive3/pure_data/masks/14481105,14481105,0,309,/datadrive3/pure_data/boxs/14481105
 woman doing aerial yoga,/datadrive3/pure_data/videos/5026639.mp4,274,1920,1080,/datadrive3/pure_data/masks/5026639,5026639,0,273,/datadrive3/pure_data/boxs/5026639
 doctor and patients on hospital hallway,/datadrive3/pure_data/videos/6129933.mp4,126,1920,1080,/datadrive3/pure_data/masks/6129933,6129933,0,125,/datadrive3/pure_data/boxs/6129933
 a woman grooming a dog,/datadrive3/pure_data/videos/6131724.mp4,392,1920,1080,/datadrive3/pure_data/masks/6131724,6131724,0,391,/datadrive3/pure_data/boxs/6131724
 man recording video beside a sculpture,/datadrive3/pure_data/videos/6722922.mp4,545,1920,1080,/datadrive3/pure_data/masks/6722922,6722922,0,544,/datadrive3/pure_data/boxs/6722922
"In a cozy kitchen, a child is baking, surrounded by jars of ingredients and rustic decor, as flour dusts the air.",/datadrive3/pure_data/videos/6210032.mp4,441,1920,1080,/datadrive3/pure_data/masks/6210032,6210032,0,440,/datadrive3/pure_data/boxs/6210032
 two kids standing for a photoshoot,/datadrive3/pure_data/videos/5519023.mp4,240,606,1080,/datadrive3/pure_data/masks/5519023,5519023,0,239,/datadrive3/pure_data/boxs/5519023
 grandson helping grandmother in the kitchen,/datadrive3/pure_data/videos/6248244.mp4,367,1920,1080,/datadrive3/pure_data/masks/6248244,6248244,0,366,/datadrive3/pure_data/boxs/6248244
 women sitting in paddy field and posing for camera,/datadrive3/pure_data/videos/5120832.mp4,141,1920,1080,/datadrive3/pure_data/masks/5120832,5120832,0,140,/datadrive3/pure_data/boxs/5120832
 town on hill in winter,/datadrive3/pure_data/videos/10516882.mp4,149,1920,1012,/datadrive3/pure_data/masks/10516882,10516882,0,148,/datadrive3/pure_data/boxs/10516882
 a person driving a motorbike on the highway,/datadrive3/pure_data/videos/4309737.mp4,573,1920,1080,/datadrive3/pure_data/masks/4309737,4309737,0,572,/datadrive3/pure_data/boxs/4309737
"A woman sits on a wooden floor, gently untying the ribbon on a neatly wrapped present, surrounded by the soft glow of candles.",/datadrive3/pure_data/videos/6074187.mp4,1292,1920,1012,/datadrive3/pure_data/masks/6074187,6074187,0,1291,/datadrive3/pure_data/boxs/6074187
 a photographer reached the end of a trail,/datadrive3/pure_data/videos/4323935.mp4,223,1920,1080,/datadrive3/pure_data/masks/4323935,4323935,0,222,/datadrive3/pure_data/boxs/4323935
 a woman preparing an appetizer platter,/datadrive3/pure_data/videos/6005038.mp4,251,606,1080,/datadrive3/pure_data/masks/6005038,6005038,0,250,/datadrive3/pure_data/boxs/6005038
 flies eating rotten fruit,/datadrive3/pure_data/videos/5243421.mp4,265,1920,1012,/datadrive3/pure_data/masks/5243421,5243421,0,264,/datadrive3/pure_data/boxs/5243421
 hand reaching for crisps,/datadrive3/pure_data/videos/10973447.mp4,253,1920,1080,/datadrive3/pure_data/masks/10973447,10973447,0,252,/datadrive3/pure_data/boxs/10973447
 cooking shellfish mussel outdoors in big iron ketle,/datadrive3/pure_data/videos/5155385.mp4,316,1920,1080,/datadrive3/pure_data/masks/5155385,5155385,0,315,/datadrive3/pure_data/boxs/5155385
 woman drinking orange juice,/datadrive3/pure_data/videos/4540016.mp4,218,1920,1080,/datadrive3/pure_data/masks/4540016,4540016,0,217,/datadrive3/pure_data/boxs/4540016
 a woman sitting in the floor while posing in front of the camera,/datadrive3/pure_data/videos/6835669.mp4,618,1920,1080,/datadrive3/pure_data/masks/6835669,6835669,0,617,/datadrive3/pure_data/boxs/6835669
 a couple walking with their bicycles in the countryside,/datadrive3/pure_data/videos/10203249.mp4,406,568,1080,/datadrive3/pure_data/masks/10203249,10203249,0,405,/datadrive3/pure_data/boxs/10203249
 a serving of vegetable salad with white cheese,/datadrive3/pure_data/videos/3196176.mp4,300,1920,1080,/datadrive3/pure_data/masks/3196176,3196176,0,299,/datadrive3/pure_data/boxs/3196176
 a woman massaging her face,/datadrive3/pure_data/videos/6724778.mp4,261,606,1080,/datadrive3/pure_data/masks/6724778,6724778,0,260,/datadrive3/pure_data/boxs/6724778
"A person is holding a phone with the Shazam app open, attempting to identify a song playing in the background.",/datadrive3/pure_data/videos/5075220.mp4,767,1920,1012,/datadrive3/pure_data/masks/5075220,5075220,0,766,/datadrive3/pure_data/boxs/5075220
"Two hikers with backpacks walk amid lush greenery in a forest, with one seemingly leading the way.",/datadrive3/pure_data/videos/5061783.mp4,332,1920,1080,/datadrive3/pure_data/masks/5061783,5061783,0,331,/datadrive3/pure_data/boxs/5061783
"A busy street lined with tall buildings is bathed in the warm glow of a sunset, as cars and pedestrians move about.",/datadrive3/pure_data/videos/15226746.mp4,793,606,1080,/datadrive3/pure_data/masks/15226746,15226746,0,792,/datadrive3/pure_data/boxs/15226746
 close up on yellow flower in hand,/datadrive3/pure_data/videos/11438466.mp4,302,606,1080,/datadrive3/pure_data/masks/11438466,11438466,0,301,/datadrive3/pure_data/boxs/11438466
A sign reading 'Think Bigger Than PRISONS Think Better Than POLICE' is held aloft amidst a backdrop of a crowd and trees under a clear sky.,/datadrive3/pure_data/videos/5286915.mp4,111,1920,1080,/datadrive3/pure_data/masks/5286915,5286915,0,110,/datadrive3/pure_data/boxs/5286915
"A person walks through the forest, holding an empty metal bucket, ready to collect something from nature.",/datadrive3/pure_data/videos/4828089.mp4,485,568,1080,/datadrive3/pure_data/masks/4828089,4828089,0,484,/datadrive3/pure_data/boxs/4828089
 female hip hop dancer,/datadrive3/pure_data/videos/10264587.mp4,989,1920,1012,/datadrive3/pure_data/masks/10264587,10264587,0,988,/datadrive3/pure_data/boxs/10264587
"White rice is being poured onto a dark-colored sauce on a wooden plate, with kitchen utensils and napkins in the background.",/datadrive3/pure_data/videos/3783024.mp4,146,1920,1080,/datadrive3/pure_data/masks/3783024,3783024,0,145,/datadrive3/pure_data/boxs/3783024
 aerial view of a tropical sandy beach,/datadrive3/pure_data/videos/15370336.mp4,361,1920,1080,/datadrive3/pure_data/masks/15370336,15370336,0,360,/datadrive3/pure_data/boxs/15370336
"A complex maze of glowing, reflective rectangular blocks stretches into the distance, creating an otherworldly, futuristic scene.",/datadrive3/pure_data/videos/18419936.mp4,1000,1920,1080,/datadrive3/pure_data/masks/18419936,18419936,0,999,/datadrive3/pure_data/boxs/18419936
 woman sculpting an artwork,/datadrive3/pure_data/videos/6755238.mp4,217,606,1080,/datadrive3/pure_data/masks/6755238,6755238,0,216,/datadrive3/pure_data/boxs/6755238
A person with tattoos gestures passionately by a microphone in a cozy room adorned with music amplifiers and soft curtain-filtered daylight.,/datadrive3/pure_data/videos/4089570.mp4,1349,1920,1080,/datadrive3/pure_data/masks/4089570,4089570,0,1348,/datadrive3/pure_data/boxs/4089570
 a drone footage of beach waves,/datadrive3/pure_data/videos/5396154.mp4,629,1920,1080,/datadrive3/pure_data/masks/5396154,5396154,0,628,/datadrive3/pure_data/boxs/5396154
 fencer in en garde and attack position,/datadrive3/pure_data/videos/6832160.mp4,290,1920,1012,/datadrive3/pure_data/masks/6832160,6832160,0,289,/datadrive3/pure_data/boxs/6832160
 woman dancing while tidying up the boutique,/datadrive3/pure_data/videos/6114651.mp4,2473,568,1080,/datadrive3/pure_data/masks/6114651,6114651,0,2472,/datadrive3/pure_data/boxs/6114651
"A person in a checkered shirt sits by a window, with the sunlight casting colorful shadows across the room filled with plants.",/datadrive3/pure_data/videos/6923025.mp4,276,1920,1080,/datadrive3/pure_data/masks/6923025,6923025,0,275,/datadrive3/pure_data/boxs/6923025
"A serene waterfall flows behind a quaint green house nestled in the woods, surrounded by budding trees.",/datadrive3/pure_data/videos/16993790.mp4,441,1920,1080,/datadrive3/pure_data/masks/16993790,16993790,0,440,/datadrive3/pure_data/boxs/16993790
A person kneading dough on a floured surface with a yellow mixing bowl and patterned cups in the background.,/datadrive3/pure_data/videos/4122550.mp4,245,1920,1080,/datadrive3/pure_data/masks/4122550,4122550,0,244,/datadrive3/pure_data/boxs/4122550
 two women in a synchronized exercise movements,/datadrive3/pure_data/videos/3195886.mp4,437,1920,1080,/datadrive3/pure_data/masks/3195886,3195886,0,436,/datadrive3/pure_data/boxs/3195886
 elderly man wearing his shoe,/datadrive3/pure_data/videos/3904983.mp4,423,1920,1080,/datadrive3/pure_data/masks/3904983,3904983,0,422,/datadrive3/pure_data/boxs/3904983
 drone shot of the playground in the park,/datadrive3/pure_data/videos/4308317.mp4,236,1920,1080,/datadrive3/pure_data/masks/4308317,4308317,0,235,/datadrive3/pure_data/boxs/4308317
 close up video clip of a paper lantern,/datadrive3/pure_data/videos/5224952.mp4,285,1280,720,/datadrive3/pure_data/masks/5224952,5224952,0,284,/datadrive3/pure_data/boxs/5224952
 woman getting a massage,/datadrive3/pure_data/videos/6629874.mp4,612,1920,1012,/datadrive3/pure_data/masks/6629874,6629874,0,611,/datadrive3/pure_data/boxs/6629874
 woman drinking hot coffee,/datadrive3/pure_data/videos/6627952.mp4,362,1920,1012,/datadrive3/pure_data/masks/6627952,6627952,0,361,/datadrive3/pure_data/boxs/6627952
 a boy wearing a white shirt,/datadrive3/pure_data/videos/6952184.mp4,348,1920,1080,/datadrive3/pure_data/masks/6952184,6952184,0,347,/datadrive3/pure_data/boxs/6952184
 a woman looking at the camera while on the seashore,/datadrive3/pure_data/videos/5081263.mp4,620,1920,1012,/datadrive3/pure_data/masks/5081263,5081263,0,619,/datadrive3/pure_data/boxs/5081263
 a boy showing his present in a video call,/datadrive3/pure_data/videos/5814316.mp4,403,1920,1080,/datadrive3/pure_data/masks/5814316,5814316,0,402,/datadrive3/pure_data/boxs/5814316
 man water walking sport,/datadrive3/pure_data/videos/4114693.mp4,505,1920,1080,/datadrive3/pure_data/masks/4114693,4114693,0,504,/datadrive3/pure_data/boxs/4114693
 young cheerful female in amusement park,/datadrive3/pure_data/videos/5767401.mp4,589,1920,1080,/datadrive3/pure_data/masks/5767401,5767401,0,588,/datadrive3/pure_data/boxs/5767401
 child playing with skateboard,/datadrive3/pure_data/videos/5599772.mp4,240,606,1080,/datadrive3/pure_data/masks/5599772,5599772,0,239,/datadrive3/pure_data/boxs/5599772
 taxi s parked on the street,/datadrive3/pure_data/videos/5220706.mp4,300,1920,1080,/datadrive3/pure_data/masks/5220706,5220706,0,299,/datadrive3/pure_data/boxs/5220706
 drone footage of railway tracks by the kwai river,/datadrive3/pure_data/videos/10866909.mp4,356,1920,1080,/datadrive3/pure_data/masks/10866909,10866909,0,355,/datadrive3/pure_data/boxs/10866909
"In a room with brick walls and hardwood floors, someone vacuums a faded floral rug with a yellow vacuum cleaner.",/datadrive3/pure_data/videos/4109337.mp4,632,568,1080,/datadrive3/pure_data/masks/4109337,4109337,0,631,/datadrive3/pure_data/boxs/4109337
 person posing while looking at camera,/datadrive3/pure_data/videos/6784476.mp4,291,1920,1080,/datadrive3/pure_data/masks/6784476,6784476,0,290,/datadrive3/pure_data/boxs/6784476
"Two individuals appear to be in an embrace among lush green foliage, with sunlight filtering through the leaves.",/datadrive3/pure_data/videos/4668198.mp4,462,1920,1080,/datadrive3/pure_data/masks/4668198,4668198,0,461,/datadrive3/pure_data/boxs/4668198
 vehicles on the road,/datadrive3/pure_data/videos/5009673.mp4,96,1920,1080,/datadrive3/pure_data/masks/5009673,5009673,0,95,/datadrive3/pure_data/boxs/5009673
"Aerial view of a forested mountain with scattered houses and red foliage amidst evergreen trees, under a cloudy sky.",/datadrive3/pure_data/videos/19091572.mp4,416,1920,1080,/datadrive3/pure_data/masks/19091572,19091572,0,415,/datadrive3/pure_data/boxs/19091572
 the interior design of a bedroom,/datadrive3/pure_data/videos/5644278.mp4,259,1920,1080,/datadrive3/pure_data/masks/5644278,5644278,0,258,/datadrive3/pure_data/boxs/5644278
 a girl playing virtual reality fight game stand flight simulator,/datadrive3/pure_data/videos/6500330.mp4,230,606,1080,/datadrive3/pure_data/masks/6500330,6500330,0,229,/datadrive3/pure_data/boxs/6500330
 a giraffe walking in the wilderness,/datadrive3/pure_data/videos/5220277.mp4,537,1920,1080,/datadrive3/pure_data/masks/5220277,5220277,0,536,/datadrive3/pure_data/boxs/5220277
"A person adorned in a sequined dress is visible, with shimmering reflections casting multicolored lights around them.",/datadrive3/pure_data/videos/3403368.mp4,501,568,1080,/datadrive3/pure_data/masks/3403368,3403368,0,500,/datadrive3/pure_data/boxs/3403368
A person in a black polo shirt holds a glass in a room with a neon sign reading 'NO SLEEP TILL YORK' on a tiled wall.,/datadrive3/pure_data/videos/5051074.mp4,190,1920,1080,/datadrive3/pure_data/masks/5051074,5051074,0,189,/datadrive3/pure_data/boxs/5051074
 young woman eating noodles with chopsticks,/datadrive3/pure_data/videos/6525358.mp4,66,1920,1080,/datadrive3/pure_data/masks/6525358,6525358,0,65,/datadrive3/pure_data/boxs/6525358
"An adult hand is pouring liquid from a heart-patterned bottle into a child's cupped hand, against a backdrop of green metal bars.",/datadrive3/pure_data/videos/5089895.mp4,34,1920,1080,/datadrive3/pure_data/masks/5089895,5089895,0,33,/datadrive3/pure_data/boxs/5089895
